ORIGINAL_VALUE	LANGUAGE	URI	START	END
Kop en schotel van porselein met rechte, geribde wand en geschulpte rand, beschilderd op het glazuur in blauw, rood, roze, groen, zwart en goud. Op het plat van de schotel drie Chinese acrobaten in een omheinde tuin, waarvan één op het slappe koord, de tweede jonglerend met messen en de laatste met een draaischijf op een stok; naast hen een liggende hond, op de voorgrond een dichtgeknoopte zak; de wand met servetwerk afgewisseld met cartouches met landschappen of bloemtakken. De kop met dezelfde decoratie. Famille rose/ mandarijn.	nl	http://www.wikidata.org/entity/Q1126165	526	535
Een Chinees kind, Sima Guang, redt een jongen die in een grote waterpot dreigt te verdrinken. Een andere jongen probeert vergeefs het kind omhoog te trekken, maar Sima (links) gooit de pot met een steen kapot. Sima Guang zou later een beroemd staatsman worden, die bekendstond om zijn spitsvondigheid. Dit thema – ‘het mannetje in de put’ genoemd – was in Europa zo geliefd, dat het in Engels, Frans en Duits porselein werd overgenomen.	nl	http://www.wikidata.org/entity/Q33566	18	28
Fonteinpot in de vorm van een balustervormige dekselvaas of -urn van porselein, beschilderd op het glazuur in blauw, rood, roze, groen, geel, paars, zwart en goud. Op de buik viermaal een cartouche met de boogschutter. Het cartouche bestaat uit bladranken, schelpmotief, krulwerk en een masker; de cartouches zijn onderling verbonden door een guirlande en omgeven door vlinders en insecten. Onder elk cartouche een gestileerd bladrozet, waarvan in één in het centrum een gat is geboord voor de kraan. Rond de voet een band met opstaande bladranken. Op de schouder een decoratieve band. Decoratie mogelijk gebaseerd op een ontwerp van Cornelis Pronk (1691-1754). Kraan ontbreekt. Europese voorstelling in emailkleuren.	nl	http://www.wikidata.org/entity/Q2726659	634	648
"Geborduurde hoofddoek, deels gebatikt.
Het borduren (njoelam) komt in Palembang vrij veel voor. De stof waarop geborduurd wordt kan zijde, katoen, fluweel en stramien zijn, terwijl het borduren zelf geschiedt met zijde, goud- en zilverdraad, of met garen en wol.
De werksters weten een grote kunstzin aan den dag te leggen bij het kiezen van verschillende kleuren en tinten in zijde.
Gebruikte motieven tonen verschillende invloeden: voor-Indische invloeden (omgebogen palmetten met ongebogen einden); Hindoe-motieven als de lotusbloem; Chinese motievenn o.a. het anjeliermotief, en Europese invloeden, zoals rozen en druiventrossen.

Vervaardiging
Gebatikte katoenen doek met geborduurde rand van zijdedraden. Ertussen zitten koperen plaatjes opgenaaid.
De wijze van bewerking is overal vrijwel hetzelfde: i.p.v. de in Europa gebezigde borduurringen, spannen Palembangse werksters de stof strak op een houten raam, waarna het patroon op de stof getekend wordt. Er wordt veel gebruik gemaakt van sjablonen (caplok?) van hout, die in verf gedoopt worden en daarna op de stof gedrukt."	nl	http://www.wikidata.org/entity/Q8131	70	79
"Porselein werd gebakken in Jingdezhen, in het binnenland van Zuid-China. Vandaar werd een groot deel onbeschilderd naar Kanton gebracht. In Kanton waren ateliers die met email en goud de decors aanbrachten. Veelal – zoals hier – gebeurde dat naar een voorbeeld van de
Europese opdrachtgevers. Hier was het voorbeeld een ets van Jacob de Wit."	nl	http://www.wikidata.org/entity/Q34405	27	37
Kop van porselein, beschilderd op het glazuur in blauw, rood, roze, paars, zwart en goud. Op de wand het wapen van de familie Lovelace verdeeld in twee delen gescheiden door een kartelrand. 1. drie vogels tegen een zwarte achtergrond; 2. een halve maan op een rode achtergrond. Het helmteken is een adelaar omgeven door acanthusbladeren; het wapen wordt geflankeerd door twee klassiek geklede personen. Onder het wapen een banderol met het opschrift 'PRAEMIUM VIRTUTIS HONOR'. Op de binnenrand een spearhead-border. Onderzijde met een oud label met 'Lovelace'. Wapenporselein met emailkleuren.	nl	http://www.wikidata.org/entity/Q8436	118	125
'Mongoolsch en Javaansch type van Dajaksche vrouwen'. Uit het hier geciteerde, originele bijschrift van de foto blijkt dat de belangstelling van de fotograaf niet uitging naar de fantastische uitdossing van deze vrouwen, maar naar hun gezichtstypen. Overigens is het heel goed mogelijk dat er Dajaks waren met Chinese en Javaanse voorouders. Zowel Chinezen als Javanen kwamen al eeuwen naar Borneo en hadden in verschillende sultanaten grote invloed uitgeoefend. In het zelfbesturende landschap Sambas, gelegen in Borneo's Westerafdeling, was de Chinese aanwezigheid van groot belang. Overigens is de rotan 'gordel' wel het meest opvallende kledingstuk op de foto. (P. Boomgaard, 2001)	nl	http://www.wikidata.org/entity/Q36117	391	397
Theepot van rood steengoed, met gedrukt peervormige lichaam, rechte tuit en c-vormig oor. Op de onderzijde een opschrift van negen karakters, het vervaardigersmerk van Hui Mengchen. Deksel missend. Yixing.	nl	http://www.wikidata.org/entity/Q1015788	198	204
Rond de 12de eeuw werden kommen uit de Zuid-Chinese Jian-ovens als het allerhoogste beschouwd voor het drinken van thee. Vooral de diep blauwzwarte kommen met het fijn gestreepte ‘hazenvel’-glazuur waren geliefd, omdat de kleur van de witte Zuid-Chinese thee er goed tegen uitkwam.	nl	http://www.wikidata.org/entity/Q6097	254	258
Lepel van porselein, beschilderd in onderglazuur blauw. De rand van de lepel met een decoratieve band met zeshoeken en geglazuurd rijstkorrel ajourwerk. Zes proenen op de onderzijde. Blauw-wit.	nl	http://www.wikidata.org/entity/Q10859462	142	151
Ovale plaque van porselein, beschilderd op het glazuur in blauw, rood, roze, groen, geel, paars, zwart en goud. De voorstelling bestaat uit een rivierlandschap met een boot die aanlegd bij een paviljoen. Op het terras zitten twee personen. Uit de boot stapt een Chinese dame met een vaas in haar handen, terwijl in de boot drie bedienden achterblijven. In de achtergrond verschillende boten, bomen en bergen. Originele vergulde lijst. Porselein met emailkleuren.	nl	http://www.wikidata.org/entity/Q838625	211	217
Onderdeel van Reisalbum met foto's van bezienswaardigheden in Marseille, Port Said, Aden, Bombay, Colombo, Singapore en Nederlands-Indië.	nl	http://www.wikidata.org/entity/Q1156	90	96
Contextual description: Kostuum gedragen door Yvonne Smit als Chinese in het bal masque-nummer Ten Bate Van uit de musical Foxtrot (Annie M.G. Schmidt)	nl	http://www.wikidata.org/entity/Q239522	132	150
Schaal van porselein met ronde wand, beschilderd op het glazuur in blauw, rood, roze, groen, geel, paars, zwart en goud. Op de voorzijde drie dames met drie kinderen met kostbaarheden; een dame staand naast een tafel, een dame zittend met naast haar een kind met scepter, een kind met muzieksteen aan een staf klimt op een kruk, een dame met een kind op de arm, achter haar een hoge kruk met vaas; de binnenrand met bloemranken afgewisseld met ronde en grillig gevormde cartouches met bloemtakken. Een chip en een barst in de rand. Famille rose.	nl	http://www.wikidata.org/entity/Q7569	276	280
Grote, klokvormige kom van porselein, beschilderd in onderglazuur blauw. Op de buitenwand vier groepen van vier spelende kinderen in een landschap, gescheiden door een boom. Boven de voet een band met ruyi-motieven. Op de bodem een medaillon met vier spelende kinderen zittend rond een tafel in een omheinde tuin. Gemerkt op de onderzijde met het zes-karaktermerk van keizer Jiajing in een dubbele cirkel. Op de onderzijde twee oude labels met 'Helsinki/ 1956/ Helsingfors/ 195' en 'Kunst/ Industri/ Museet/ 430/ Kobenhavn/ 1950'. Een barst in de rand. Ming porselein in blauw-wit.	nl	http://www.wikidata.org/entity/Q7569	260	268
In een interieur zit een vrouw op een stoel met een prentalbum op haar schoot. Naast haar staat een jongen en op een voetenbankje voor haar zit een meisje. Naast hen staat een man met een lange jas, een hoge hoed in zijn hand. In de achtergrond een kamerscherm met Chinese figuren.	nl	http://www.wikidata.org/entity/Q3010	100	106
Stokwaaier met een blad van twaalf ganzenveren en een handvat van hoorn. Veren bijeengehouden door gebogen, metalen pin. Halverwege het handvat een Chineze lettertekens in rood vlak.	nl	http://www.wikidata.org/entity/Q200266	54	61
Groepsportret van Europese reizigers in Hong Kong. Een kleine jongen in matrozenpak genaamd 'Master Luykx' zit in een draagstoel en wordt gedragen door twee mannen in de groep. Onderdeel van het fotoalbum van Dolph Kessler met opnamen die hij maakte tijdens zijn verblijf in Engeland en op een wereldreis die hij als secretaris van Henri Deterding (directeur Koninklijke Olie) ondernam naar Nederlands-Indië, Japan, China en de Verenigde Staten, tussen 1906 en 1908.	nl	http://www.wikidata.org/entity/Q476850	118	128
Rechthoekige, balustervormige vaas van porselein in de vorm van een bronzen vat met deksel met vier vlakke wanden afgescheiden door uitstekende ribben en twee oren, beschilderd in blauw, rood, groen, geel, aubergine, zwart en goud. Op de brede wand tweemaal een voorstelling van twee vrouwen op een terras bij een paviljoen naast een tafel met bloemenvaas; de smalle wand met rotsen, bloemtakken en vogels; de voet met vakdecoratie gevuld met rotsen en bloemtakken, afgescheiden door opstaande ribben; op de schouder een gelobd cartouche met kostbaarheden uitgespaard in een geometrisch motief; de hals met vakdecoratie gevuld met rotsen en bloemtakken; op de oren bloemen in een groen gespikkelde grond. Deksel met bloemtakken en geometrisch motief; knop in de vorm van een shishi (leeuwhond). Meerdere chips in de ribben; twee chips in de voet; barst in de deksel. Famille verte.	nl	http://www.wikidata.org/entity/Q102241987	284	291
Kop en schotel van porselein met rechte wand, beschilderd op het glazuur in blauw, rood, roze, groen, geel, zwart en goud. Op het plat een medaillon met een voorstelling van het Oordeel van Paris in een landschap; links zit Paris op een rots met voor hem de drie godinnen, de middelste geeft hij een vrucht; achter de godinnen een pauw, naast de godinnen zit Eros met zijn pijl en boog; om het medaillon een decoratieve band. De kop met dezelfde decoratie in twee medaillons; op de bodem bloemranken. Europese voorstelling in emailkleuren.	nl	http://www.wikidata.org/entity/Q201251	331	335
Schotel van porselein, beschilderd op het glazuur in blauw, rood, roze, groen, geel, zwart en goud. Op de voorzijde een allegorische voorstelling van het element Vuur met verschillende goden onder wie Jupiter, Vulcanus, Venus en een aantal Amors in een landschap bij een gebouw; Venus zit in een wagen op een wolk. De voorstelling is gebaseerd op een prent door Antoine Herisset (1685-1769) naar een  schilderij van Francesco Albani (1578-1669). De voorstelling is uit een serie van vier, de andere elementen zijn Water, Lucht en Aarde. Op de onderzijde een oud label met 'Naar schilderij van Francesco Albani. British Museum'. Een barst in de wand. Europese voorstelling in emailkleuren.	nl	http://www.wikidata.org/entity/Q358147	593	609
Het vertrek vanaf the Empress of India voor de kust van Vancouver. Onderdeel van het fotoalbum van Dolph Kessler met opnamen die hij maakte tijdens zijn verblijf in Engeland en op een wereldreis die hij als secretaris van Henri Deterding (directeur Koninklijke Olie) ondernam naar Nederlands-Indië, Japan, China en de Verenigde Staten, tussen 1906 en 1908.	nl	http://www.wikidata.org/entity/Q668	33	38
Vier Chinese figuren in een landschap met water op de achtergrond. Links een kind. In het midden twee rijk uitgedoste Chinese mannen. Rechts een man die buigt. Prent maakt deel uit van een album.	nl	http://www.wikidata.org/entity/Q7569	77	81
Gezicht op een deel van het keizerlijk zomerpaleis, omgeven door water en heuvels, in Chengde (Jehol) te China. In de 18e eeuw lieten de keizers van de vroege Qing-dynastie een toevluchtsoord in de bergen bouwen, omringd door muren. Het werd voorzien van parken met meertjes, pagodes en paleizen. Titel in het Chinees rechtsboven.	nl	http://www.wikidata.org/entity/Q58675	86	93
In een interieur zit een vrouw op een stoel met een prentalbum op haar schoot. Naast haar staat een jongen en op een voetenbankje voor haar zit een meisje. Naast hen staat een man met een lange jas, een hoge hoed in zijn hand. In de achtergrond een kamerscherm met Chinese figuren.	nl	http://www.wikidata.org/entity/Q3031	148	154
"De patronen van de in Amsterdam geweven stoffen ontsproten meestal aan de fantasie van de wever, en zijn slechts losjes gebaseerd op Aziatische voorbeelden. In dit fragment zijn Chinese elementen te herkennen, zoals opgerolde schilderingen en een pagode-achtig
bouwwerk. De stof moest vooral een exotische uitstraling hebben."	nl	http://www.wikidata.org/entity/Q727	22	31
Kom van porselein met een spreidende rand, beschilderd in onderglazuur blauw. Op de buitenwand twee cartouches met een tafereel: een Chinese dame (lange lijs) met een waaier en een heer op een omheind terras bij een paviljoen; twee heren, één zittend op een kruk, op een omheind terras voor een kamerscherm met een waterlandschap. Op de bodem drie spelende jongens (zotjes) met een bal in een landschap. De binnen- en buitenzijde van de rand met pruimenbloesem op een achtergrond van 'crackled ice'. Gemerkt op de onderzijde met het zes-karaktermerk van keizer Kangxi in een dubbele cirkel. Blauw-wit.	nl	http://www.wikidata.org/entity/Q102243227	357	364
Gezicht op 5th Avenue en Broadway in New York. Onderdeel van het fotoalbum van Dolph Kessler met opnamen die hij maakte tijdens zijn verblijf in Engeland en op een wereldreis die hij als secretaris van Henri Deterding (directeur Koninklijke Olie) ondernam naar Nederlands-Indië, Japan, China en de Verenigde Staten, tussen 1906 en 1908.	nl	http://www.wikidata.org/entity/Q60	37	45
Gezicht op een deel van het keizerlijk zomerpaleis in Chengde (Jehol) te China. Verschillende gebouwen aan de waterkant. Op de achtergrond heuvels in de mist. In de 18e eeuw lieten de keizers van de vroege Qing-dynastie een toevluchtsoord in de bergen bouwen, omringd door muren. Het werd voorzien van parken met meertjes, pagodes en paleizen. Titel in het Chinees rechtsboven en rechtsonder.	nl	http://www.wikidata.org/entity/Q58675	63	68
Dekselkom of boterbakje van porselein met twee oren en op drie poten in de vorm van een monsterkop, beschilderd in onderglazuur blauw. De buitenzijde van de kom is verdeeld in brede en smalle vakken met afwisselend in de brede vakken een gestileerd persoon in een landschap en lotusranken; de smalle vakken met een bloemtak. Op de bodem een pioentak. De gelobde rand met bloemranken. De deksel hoort niet bij de kom en is met een wolkmotief uitgespaard in een blauwe achtergrond; de dekselknop in de vorm van een shishi (leeuwhond). De decoratie van de kom is gebaseerd op het Chinese kraakporselein. Twee poten zijn afgebroken geweest. Blauw-wit.	nl	http://www.wikidata.org/entity/Q1965056	585	599
Twee Chinese vazen en een kom. In het woonhuis van Elsa Silberstein en haar man, thesaurier-generaal in Bandung in 1935. Schilderijtjes aan de muur. Onderdeel van het fotoalbum met zwart-wit foto's van het interieur van het huis van de familie Silberstein in Bandung in Nederlands-Indië.	nl	http://www.wikidata.org/entity/Q8441	76	79
"Kanton liet in de 17de eeuw geen Europese ondernemingen toe. Pas in de 18de eeuw werd het de Europeanen
toegestaan zich te vestigen aan de Parelrivier. Chinese tussenpersonen verkochten thee, porselein en zijde aan de Europeanen, die geïsoleerd in hun pakhuizen aan de kade woonden en Kanton zelf nooit betraden."	nl	http://www.wikidata.org/entity/Q201463	139	150
Theepot van rood steengoed met een rechte tuit, C-vormig oor en gouden montuur. De wanden van de pot zijn gepolijst. Gemerkt op de onderzijde en onder het oor met ongeïdentificeerde merken. Yixing.	nl	http://www.wikidata.org/entity/Q1015788	190	196
Oorkop van porselein, beschilderd op het glazuur in blauw, rood, roze, groen, geel, paars, zwart en goud. Op de wand in het centrum een druiventak en een stok waaraan een hoed, een blad papier, een hoorn en twee wapenschilden zijn bevestigd, tussen de schilden een guirlande; eromheen twee bloemtakken; de rand met een decoratief patroon. De wapenschilden zijn van de families Visvliet en Sluymer (Zeeland). Wapenporselein.	nl	http://www.wikidata.org/entity/Q705	398	405
Bij het bezoek aan vermoedelijk een petroleumonderneming in Shanghai. Op de achtergrond zijn installaties met rokende pijpen zichtbaar. Onderdeel van het fotoalbum van Dolph Kessler met opnamen die hij maakte tijdens zijn verblijf in Engeland en op een wereldreis die hij als secretaris van Henri Deterding (directeur Koninklijke Olie) ondernam naar Nederlands-Indië, Japan, China en de Verenigde Staten, tussen 1906 en 1908.	nl	http://www.wikidata.org/entity/Q8686	60	68
De emailschilder Johann Gregorius Höroldt ontwikkelde in Meissen verschillende nieuwe kleuren emailverf en zette een grote schilderswerkplaats op. Zijn ontwerpen voor vrije en fantasievolle chinoiserievoorstellingen met gouden omlijsting zouden de productie van Meissen lange tijd domineren. Dit bord is typerend voor Höroldts stijl. De gouden versieringen vormen een podium voor de Chinese figuren. Tegelijkertijd omlijsten zij verschillende Europese landschapjes.	nl	http://www.wikidata.org/entity/Q8738	262	269
Balustervormige dekselpot van porselein met dekselknop in de vorm van een leeuw, beschilderd in onderglazuur blauw. De wand is bedekt met een geometrisch patroon waarin twee cartouches met twee personen in een omheinde tuin; rond de voet een band met fruittakken; rond de schouder een band met servetwerk afgewisseld met waaiervormige vakken met landschap of bloemtak; de nek met bloemtakken. De deksel met hetzelfde patroon als op de wand van de pot. Gemerkt op de onderzijde met het vier-karaktermerk van keizer Kangxi. Twee barsten in de nek en rand. Blauw-wit.	nl	http://www.wikidata.org/entity/Q268218	507	513
Gezicht op een deel van het keizerlijk zomerpaleis, in een landschap met heuvels en een meer, in Chengde (Jehol) te China. In de 18e eeuw lieten de keizers van de vroege Qing-dynastie een toevluchtsoord in de bergen bouwen, omringd door muren. Het werd voorzien van parken met meertjes, pagodes en paleizen. Titel in het Chinees rechtsboven.	nl	http://www.wikidata.org/entity/Q4132	39	50
Schotel van porselein, beschilderd op het glazuur in blauw, rood, roze, groen, zwart en goud. Op het plat van de schotel een medaillon met hierin ossenherders en een dame met een os aan een touw in een rivierlandschap; op de binnenrand een band met ranken met in reserve afwisselend ronde cartouches met een bloemtak of bamboe en cartouches met een plant met insecten of een vogel op een tak. Famille rose/mandarijn.	nl	http://www.wikidata.org/entity/Q473194	179	181
Schotel van porselein met ronde wand, beschilderd in onderglazuur blauw. Op het plat een parel najagende, vijfklauwige draak; op de buitenwand twee vijfklauwige draken met parels. Gemerkt op de onderzijde met het zes-karaktermerk van keizer Guangxu. Blauw-wit.	nl	http://www.wikidata.org/entity/Q299710	241	248
Pot van aardewerk, eivormig met lage en nauwe hals. Beschilderd op het witte tinglazuur in blauw, groen, geen en mangaan met aan beide kanten drie grote staande Chinezen. Tussen beide voorstellingen bladeren tussen dubbele mangaan biezen. Op de hals en de voetrand geometrische motieven.	nl	http://www.wikidata.org/entity/Q6501380	161	169
Gezicht op een deel van het keizerlijk zomerpaleis, in een heuvellandschap, in Chengde (Jehol) te China. Op de voorgrond een brug over een rivier. In de 18e eeuw lieten de keizers van de vroege Qing-dynastie een toevluchtsoord in de bergen bouwen, omringd door muren. Het werd voorzien van parken met meertjes, pagodes en paleizen. Titel in het Chinees rechtsboven.	nl	http://www.wikidata.org/entity/Q4132	39	50
Kom van porselein met opengewerkte wand en spreidende rand, bedekt met een doorschijnend wit glazuur. De wand met een band ajourwerk met vijf rozetten; rond de voet een band met ingegrifde lijnen. Onderzijde ongeglazuurd. Overgangsporselein.	nl	http://www.wikidata.org/entity/Q10859462	123	132
Kom van porselein met spreidende rand, beschilderd in onderglazuur blauw en op het glazuur groen en aubergine. Op de wand twee parel najagende vijfklauwige draken in reserve tegen een groene grond; rond de voet in reserve een golf-patroon. Gemerkt op de onderzijde met het zes-karaktermerk van keizer Kangxi in een dubbele cirkel. Porselein met emailkleuren.	nl	http://www.wikidata.org/entity/Q17790	301	307
