ORIGINAL_VALUE	LANGUAGE	URI	START	END
"Dos diseños dispuestos horizontales con motivos florales; en el superior gloria de la mañana en colores azulados, morados, blanco y rojo sobre fondo ocre; en el inferior, grandes hojas cordadas azules rodean pequeñas flores rojas y blancas, sobre la superficie del agua. Sobre cada diseño una inscripción.  
Las campánulas o Gloria de la Mañana, una especie que incluye diversas plantas trepadoras con flores acampanadas, llegaron al japón desde China en el siglo IX, y se hicieron muy populares, sobre todo en época Edo, convirtiéndose en símbolo del verano. Se han desarrollado desde entonces en el Japón centenares de variedades.  
Los libros de este tipo se conocían en Japón como hinagata-bon (literalmente, libros de las hermosas formas), y comenzaron a imprimirse ya a fines del siglo XVI para que los clientes pudieran elegir los diseños para sus ropas. Solían mostrar un quimono entero por página, y sus características se mantuvieron con pocos cambios hasta los primeros años del siglo XIX. En la época Meiji (1868-1912), a la que pertenecen nuestros libros, los hinagata-bon se habían vuelto más osados desde el punto de vista formal, y a menudo mostraban los diseños de forma asimétrica y parcial. Estos compendios de motivos textiles se cambiaban cada primavera y otoño, y los ejemplares de la colección anterior se revendían en el mercado de segunda mano. Algunos llamaron la atención de los occidentales, y de esta manera un cierto número de hinagata-bon ha terminado en colecciones europeas y americanas, entre las que se incluye la de la Biblioteca del Museo del Traje.  
Hasegawa se hizo famoso por sus diseños florales, especialmente de crisantemos, las flores asociadas a la casa imperial japonesa. Haciendo honor a su fama, en nuestro libro Keika Zuan, Diseños de Kyoto, el autor, en lugar de utilizar el nombre habitual de la ciudad, emplea la fórmula Keika capital de las flores. El primer ideograma sigue siendo el mismo, pero se lee de forma distinta, y en lugar del habitual to, capital, encontramos ka, flor. Esto da pie a un juego de palabras, ya que este apelativo de Kyoto se lee igual que el propio nombre de pila del autor aunque el primer ideograma es diferente."	es	http://www.wikidata.org/entity/Q148	446	451
"Quimono de manga larga y forro rojo intenso, decorado con elementos festivos y teatrales, una máscara masculina, dos tambores y un dragón de festividad. En la parte superior del quimono, tres círculos blancos indican el espacio reservado para el escudo familiar mon.  
Animal fantástico originario de China, el dragón oriental (en japonés tatsu, ryuu o ryoo) está extendido por toda Asia como protector de la Ley budista al menos desde el siglo IX y también como portador de buena suerte y riquezas. En China fue emblema de la Casa Imperial. En principio se asocia al este, a las nubes y al agua en general, aunque existen muchos tipos diferentes de dragones. Además de relacionarse con el budismo, aparece en el taoísmo, que hace de los dragones vehículo de los Inmortales. Se suele decir que los dragones chinos tienen cuatro dedos en cada garra (los imperiales cinco) y los japoneses tres.  
El Mitsudomoe o tomoe triple. Se asociaba al dios guerrero Hachiman, por lo que fue empleado por los samurai.  
Los libros de este tipo se conocían en Japón como hinagata-bon (literalmente, libros de las hermosas formas), y comenzaron a imprimirse ya a fines del siglo XVI para que los clientes pudieran elegir los diseños para sus ropas. Solían mostrar un quimono entero por página, y sus características se mantuvieron con pocos cambios hasta los primeros años del siglo XIX. En la época Meiji (1868-1912), a la que pertenecen nuestros libros, los hinagata-bon se habían vuelto más osados desde el punto de vista formal, y a menudo mostraban los diseños de forma asimétrica y parcial. Estos compendios de motivos textiles se cambiaban cada primavera y otoño, y los ejemplares de la colección anterior se revendían en el mercado de segunda mano. Algunos llamaron la atención de los occidentales, y de esta manera un cierto número de hinagata-bon ha terminado en colecciones europeas y americanas, entre las que se incluye la de la Biblioteca del Museo del Traje.  
Esta maravillosa serie de diseños en cinco volúmenes titulada Nihon o Nippon, es decir, Japón, es curiosamente una obra anónima; no consta ni el lugar de publicación, ni la fecha ni el editor. No obstante, sus características hacen pensar que fue impresa en Kyoto en los primeros años del siglo XX."	es	http://www.wikidata.org/entity/Q261637	954	962
Dibujo de una mujer con un abrigo. Es ajustado hasta la cintura y a partir de aquí se abre con mucho vuelo. Va cerrado con cuatro botones y lleva un cuello muy amplio que tapa los hombros de piel. El conjunto se complementa con un sombrero  de ala muy pequeña.	es	http://www.wikidata.org/entity/Q467	14	19
"Figurín de gran formato con un dibujo a tinta china de la firma de Alta Costura Pedro Rodríguez.  
Dibujo representativo de la línea mariposa que se presenta en la colección otoño-invierno 1956-57. Este tipo de figurines de gran formato se utilizaban para adornar las paredes de las sedes de la firma y de esta forma, hacer una primera presentación a las clientas de las líneas de cada temporada. Pedro Rodríguez nace en Valencia en 1895 y muere en Barcelona en 1990. Inaugura su casa de Alta Costura en 1919, que fue la primera que se abrió en España, y en 1940 fundó la Cooperativa de la Alta Costura, de la que fue presidente hasta su muerte. Fue el primer modisto español que presentó sus modelos en maniquíes vivos sobre los que modelaba la tela sólo con unos alfileres y unas tijeras. Después se hacia el patrón y el dibujo, que llevaba una muestra de tejido grapada, y todo ello pasaba a los talleres donde confeccionaban los modelos."	es	http://www.wikidata.org/entity/Q5720	421	429
"Figura superior: SHISHIN (o SHIJIN) TACHIWAKI (Diseño ondulante de los Dioses de las Cuatro Direcciones). Sobre fondo blanco, franjas verticales onduladas y recortadas en dos tonos de azul, mostrando representaciones esquemáticas de los cuatro animales guardianes de los puntos cardinales con notas de verde y rosa.  
Figura inferior: HANRETSU TACHIWAKI (Diseño ondulante de hileras similares). Sobre fondo azul, retícula diagonal de gotas en distintos tonos de azul y verde.  
  
Los Shishin o Shijin son los animales divinos que custodian los cuatro puntos cardinales, tomados por los japoneses de la mitología china al menos desde el siglo VII. A pesar de su temprana adopción, los Shishin no son demasiado habituales en la iconografía japonesa, que prefiere para la misma función a los Cuatro Reyes Celestiales del budismo. El dragón azul, Seiryu, corresponde al este. El tigre blanco, Byakko, se asocia al oeste. Suzaku, el ave fénix, corresponde al sur, mientras el norte queda cubierto por Genbu, el Guerrero Negro, una tortuga con cola de serpiente. Cada uno de estos animales está también relacionado con una estación del año; la tortuga con el invierno, el tigre con el otoño, el ave fénix con el verano y el dragón con la primavera.  
  
Los libros de este tipo se conocían en Japón como hinagata-bon (literalmente, libros de las hermosas formas), y comenzaron a imprimirse ya a fines del siglo XVI para que los clientes pudieran elegir los diseños para sus ropas. Solían mostrar un quimono entero por página, y sus características se mantuvieron con pocos cambios hasta los primeros años del siglo XIX. En la época Meiji (1868-1912), a la que pertenecen nuestros libros, los hinagata-bon se habían vuelto más osados desde el punto de vista formal, y a menudo mostraban los diseños de forma asimétrica y parcial. Estos compendios de motivos textiles se cambiaban cada primavera y otoño, y los ejemplares de la colección anterior se revendían en el mercado de segunda mano. Algunos llamaron la atención de los occidentales, y de esta manera un cierto número de hinagata-bon ha terminado en colecciones europeas y americanas, entre las que se incluye la de la Biblioteca del Museo del Traje.  
Hasegawa se hizo famoso por sus diseños florales, especialmente de crisantemos, las flores asociadas a la casa imperial japonesa. Haciendo honor a su fama, en nuestro libro Keika Zuan, Diseños de Kyoto, el autor, en lugar de utilizar el nombre habitual de la ciudad, emplea la fórmula Keika capital de las flores. El primer ideograma sigue siendo el mismo, pero se lee de forma distinta, y en lugar del habitual to, capital, encontramos ka, flor. Esto da pie a un juego de palabras, ya que este apelativo de Kyoto se lee igual que el propio nombre de pila del autor aunque el primer ideograma es diferente."	es	http://www.wikidata.org/entity/Q957163	1007	1021
"Dibujo de un figurín femenino hecho con un trazo de tinta china negra y témpera blanca sobre un papel charol dorado, de la firma de Alta Costura Pedro Rodríguez.  
Este tipo de figurines de gran formato se utilizaban para adornar las paredes de las sedes de la firma y de esta forma, hacer una primera presentación a las clientas de las líneas de cada temporada aunque en el caso de los dibujos esquemáticos, su destino era principalmente la promoción en la prensa escrita de las colecciones. Pedro Rodríguez nace en Valencia en 1895 y muere en Barcelona en 1990. Inaugura su casa de Alta Costura en 1919, que fue la primera que se abrió en España, y en 1940 fundó la Cooperativa de la Alta Costura, de la que fue presidente hasta su muerte. Fue el primer modisto español que presentó sus modelos en maniquíes vivos sobre los que modelaba la tela sólo con unos alfileres y unas tijeras. Después se hacia el patrón y el dibujo, que llevaba una muestra de tejido grapada, y todo ello pasaba a los talleres donde confeccionaban los modelos."	es	http://www.wikidata.org/entity/Q1492	545	554
Dibujo esquemático de una mujer de perfil. Lleva un vestido corto, que podría ser de cóctel,  muy ceñido, con escote `palabra de honor´ y del borde superior de la espalda, sale una pequeña cola. El dibujo se ha hecho con trazos gruesos en negro y los borde de estos están difuminados en violeta. Como complementos lleva un tocado y guantes en rojo.	es	http://www.wikidata.org/entity/Q467	26	31
"Dibujo de un figurín pintado al  gouache de la firma de Alta Costura Pedro Rodríguez. Lleva grapado un trozo de papel en el que, mecanografiado, se señala que partes tiene el conjunto, los materiales y colores en los que habría que confeccionar, además de una muestra de los tejidos sujeta con un alfiler.  
Este vestido fue diseñado en exclusiva por Pedro Rodriguez para los almacenes `Franklin Simon´ de Nueva York. Formaba parte de una colección llamada `Spanish Renaisance Collection´ que estos almacenes solicitaron al modisto. Era una colección de trajes de noche inspirados en retratos del Museo del Prado, en este caso, `Santa Casilda´ de Zurbarán. Estos almacenes neoyorkinos se fundaron en 1902  y más que unos almacenes convencionales, eran un conjunto de tiendas agrupadas especializadas cada una en un tipo de mercancia diferente. La tienda principal especializada en moda femenina estaba en la 5ª Avenida. En el periódico New York Times del 25 de octubre de 1953, aparece un anuncio a toda página de estos modelos con sus figurines. El precio de este modelo en particular era de 89,95  dólares y fue adquirido por la actriz Merle Oberon.  
Pedro Rodríguez nace en Valencia en 1895 y muere en Barcelona en 1990. Inaugura su casa de Alta Costura en 1919, que fue la primera que se abrió en España, y en 1940 fundó la Cooperativa de la Alta Costura, de la que fue presidente hasta su muerte. Fue el primer modisto español que presentó sus modelos en maniquíes vivos sobre los que modelaba la tela sólo con unos alfileres y unas tijeras. Después se hacia el patrón y el dibujo, que llevaba una muestra de tejido grapada, y todo ello pasaba a los talleres donde confeccionaban los modelos.  
El dibujante  de esta colección fue Ramón Gullón que comienza su carrera en la prensa francesa donde dibuja los modelos de modistos como Lanvin, Schiapparelli o Dior para revistas femeninas. Madame Rochas lo contrata como dibujante de su casa y Gullón hace las colecciones de 1948 a 1950. En esta época conoce a Pedro Rodríguez en Venecia que le contrata para su casa de Madrid. Desde 1951 a 1953 trabaja para  Pedro Rodríguez en doce colecciones entre ellas,  los 150 diseños del `Baile del siglo´ organizado por el Marqués de Cuevas en Biarriz con modelos inspirados en el siglo XVIII. Después se traslada a Nueva York donde ya presenta sus propias colecciones. A finales de los años 50 se instala en Madrid como modisto."	es	http://www.wikidata.org/entity/Q29	458	465
"Dibujo de un figurín pintado al  gouache de la firma de Alta Costura Pedro Rodríguez. Lleva grapado un trozo de papel grapado en el que, mecanografiado, se señala que partes tiene el conjunto y los materiales y colores en los que habría que confeccionar.  
Este vestido fue diseñado en exclusiva por Pedro Rodriguez para los almacenes `Franklin Simon´ de Nueva York. Formaba parte de una colección llamada `Spanish Renaisance Collection´ que estos almacenes solicitaron al modisto. Era una colección de trajes de noche inspirados en retratos del Museo del Prado, en este caso, `El cardenal Borgia´ de Procaccini  ( el nombre del pintor está mal escrito en el figurín). Estos almacenes neoyorkinos se fundaron en 1902  y más que unos almacenes convencionales, eran un conjunto de tiendas agrupadas especializadas cada una en un tipo de mercancia diferente. La tienda principal especializada en moda femenina estaba en la 5ª Avenida. En el periódico New York Times del 25 de octubre de 1953, aparece un anuncio a toda página de algunos de estos modelos con sus figurines.  
Pedro Rodríguez nace en Valencia en 1895 y muere en Barcelona en 1990. Inaugura su casa de Alta Costura en 1919, que fue la primera que se abrió en España, y en 1940 fundó la Cooperativa de la Alta Costura, de la que fue presidente hasta su muerte. Fue el primer modisto español que presentó sus modelos en maniquíes vivos sobre los que modelaba la tela sólo con unos alfileres y unas tijeras. Después se hacia el patrón y el dibujo, que llevaba una muestra de tejido grapada, y todo ello pasaba a los talleres donde confeccionaban los modelos.   
El dibujante  de esta colección fue Ramón Gullón que comienza su carrera en la prensa francesa donde dibuja los modelos de modistos como Lanvin, Schiapparelli o Dior para revistas femeninas. Madame Rochas lo contrata como dibujante de su casa y Gullón hace las colecciones de 1948 a 1950. En esta época conoce a Pedro Rodríguez en Venecia que le contrata para su casa de Madrid. Desde 1951 a 1953 trabaja para  Pedro Rodríguez en doce colecciones entre ellas,  los 150 diseños del `Baile del siglo´ organizado por el Marqués de Cuevas en Biarriz con modelos inspirados en el siglo XVIII. Después se traslada a Nueva York donde ya presenta sus propias colecciones. A finales de los años 50 se instala en Madrid como modisto."	es	http://www.wikidata.org/entity/Q29	407	414
Dibujo de una mujer de frente que lleva un traje de noche en tonos violetas y detalles en negro. El cuerpo es muy ajustado hasta la cintura y tiene un gran escote bordeado todo él por un volante. La falda es de mucho vuelo y está rematada en la parte inferior por un volante muy fruncido. El conjunto se complementa con un echarpe y guantes largos. En la esquina superior derecha hay un dibujo a tinta china del cuadro de Goya en el que se inspira.	es	http://www.wikidata.org/entity/Q467	14	19
